contract_id,customer_id,product_id,contract_type,start_date,end_date,monthly_charges,total_charges,payment_method,auto_renewal,churned,churn_date
307,307,5,Monthly,2021-04-27,2022-02-21,10.17,101.7,Net Banking,1,0,
308,308,3,Annual,2021-09-11,2025-05-23,174.39,7847.55,UPI,1,0,
309,309,5,Annual,2022-04-07,2022-09-04,10.55,52.75,Credit Card,0,1,2022-05-07
310,310,2,Annual,2022-10-22,2025-07-08,98.08,3236.64,Net Banking,0,0,
311,311,4,Monthly,2022-07-03,2022-08-02,481.67,481.67,Net Banking,1,1,2022-08-02
312,312,1,Annual,2022-02-19,2025-11-30,32.92,1514.32,Credit Card,1,0,
313,313,4,Monthly,2022-12-06,2025-12-20,455.27,16844.99,Credit Card,1,0,
314,314,1,Annual,2020-06-30,2022-11-17,28.61,829.69,Debit Card,1,0,
315,315,2,Annual,2020-10-26,2021-03-25,76.7,383.5,Debit Card,0,1,2021-03-25
316,316,4,Annual,2022-08-05,2023-10-29,477.65,7164.75,Net Banking,1,0,
317,317,3,Annual,2021-07-29,2025-04-09,170.31,7663.95,Credit Card,1,0,
318,318,4,Annual,2021-01-22,2024-01-07,416.05,14977.8,UPI,1,0,
319,319,4,Annual,2021-09-19,2022-09-14,409.55,4914.6,Debit Card,0,0,
320,320,1,Annual,2022-05-12,2024-02-01,37.53,788.13,UPI,1,0,
321,321,1,Monthly,2020-04-02,2020-07-01,35.1,105.3,UPI,1,1,2020-06-01
322,322,4,Annual,2022-07-14,2024-05-04,478.35,10523.7,Credit Card,1,0,
323,323,4,Monthly,2022-03-09,2022-12-04,511.1,4599.9,Net Banking,0,0,
324,324,5,Annual,2022-09-12,2025-07-28,11.45,400.75,Bank Transfer,1,0,
325,325,1,Monthly,2022-09-01,2025-01-18,32.25,935.25,Debit Card,1,0,
326,326,5,Annual,2023-01-30,2026-07-13,11.55,485.1,Credit Card,1,0,
327,327,4,Monthly,2021-10-24,2024-10-08,446.21,16063.56,Net Banking,1,0,
328,328,4,Annual,2020-09-26,2024-07-07,362.01,16652.46,Credit Card,1,0,
329,329,4,Annual,2022-02-22,2024-03-13,513.96,12849.0,Debit Card,1,0,
330,330,3,Monthly,2022-09-16,2024-10-05,171.52,4288.0,Bank Transfer,1,1,2024-02-08
331,331,4,Monthly,2022-09-25,2024-03-18,459.85,8277.3,UPI,0,0,
332,332,2,Monthly,2021-05-01,2021-07-30,99.44,298.32,Credit Card,1,0,
333,333,3,Annual,2021-06-21,2021-11-18,177.9,889.5,UPI,1,0,
334,334,3,Annual,2022-10-06,2023-03-05,185.54,927.7,UPI,1,1,2023-01-04
335,335,5,Annual,2020-11-26,2022-04-20,10.04,170.68,Bank Transfer,0,0,
336,336,5,Annual,2021-12-28,2025-09-08,9.25,416.25,Bank Transfer,1,0,
337,337,4,Monthly,2021-08-09,2021-09-08,462.67,462.67,UPI,1,0,
338,338,4,Monthly,2023-06-11,2026-11-22,455.31,19123.02,Bank Transfer,0,0,
339,339,2,Annual,2021-01-15,2024-07-28,80.16,3446.88,Bank Transfer,1,0,
340,340,4,Annual,2022-05-22,2025-07-05,428.08,16267.04,Debit Card,1,0,
341,341,2,Annual,2022-07-04,2022-11-01,81.78,327.12,Debit Card,1,0,
342,342,1,Annual,2021-10-01,2022-04-29,30.28,211.96,Net Banking,1,1,2021-11-30
343,343,5,Monthly,2021-07-18,2022-01-14,12.43,74.58,Net Banking,1,0,
344,344,2,Annual,2020-09-16,2021-09-11,80.56,966.72,Debit Card,1,0,
345,345,1,Annual,2020-11-10,2023-03-30,28.94,839.26,Credit Card,0,0,
346,346,2,Monthly,2021-01-18,2021-09-15,103.52,828.16,Net Banking,1,0,
347,347,3,Monthly,2021-06-19,2024-07-03,147.6,5461.2,Credit Card,0,0,
348,348,1,Annual,2023-01-23,2026-01-07,38.08,1370.88,Credit Card,0,0,
349,349,2,Monthly,2023-03-26,2024-03-20,79.35,952.2,Bank Transfer,1,1,2023-10-22
350,350,5,Annual,2020-02-10,2022-05-30,10.51,294.28,Bank Transfer,0,1,2021-12-01
351,351,1,Annual,2020-05-06,2023-12-17,32.76,1441.44,Credit Card,1,1,2021-11-27
352,352,5,Monthly,2021-10-20,2023-10-10,10.52,252.48,Debit Card,0,1,2023-04-13
353,353,4,Annual,2022-08-20,2024-05-11,463.97,9743.37,Bank Transfer,1,1,2022-10-19
354,354,2,Annual,2023-01-14,2024-07-07,85.47,1538.46,Debit Card,1,0,
355,355,1,Monthly,2020-04-29,2022-01-19,30.7,644.7,Credit Card,1,0,
356,356,5,Monthly,2022-11-20,2022-12-20,9.78,9.78,Net Banking,1,1,2022-12-20
357,357,3,Monthly,2023-01-25,2025-01-14,184.03,4416.72,Bank Transfer,0,1,2024-02-19
358,358,2,Annual,2023-01-31,2023-06-30,82.59,412.95,Net Banking,1,1,2023-05-31
359,359,2,Annual,2021-01-05,2022-06-29,74.94,1348.92,UPI,0,0,
360,360,3,Annual,2021-07-31,2022-01-27,177.53,1065.18,Debit Card,1,0,
361,361,2,Annual,2020-12-23,2021-01-22,97.84,97.84,Bank Transfer,1,1,2021-01-22
362,362,5,Annual,2020-05-19,2022-12-05,9.16,283.96,Bank Transfer,1,0,
363,363,5,Monthly,2020-01-05,2022-04-24,10.67,298.76,Net Banking,0,0,
364,364,4,Annual,2020-01-10,2023-11-20,450.78,21186.66,Bank Transfer,1,0,
365,365,4,Annual,2021-04-27,2021-05-27,444.46,444.46,Bank Transfer,1,0,
366,366,2,Annual,2022-02-02,2022-09-30,87.11,696.88,Net Banking,1,0,
367,367,4,Annual,2021-04-23,2021-09-20,418.24,2091.2,Debit Card,1,0,
368,368,4,Annual,2023-02-02,2025-07-21,495.01,14850.3,Credit Card,1,0,
369,369,1,Annual,2022-05-31,2023-09-23,28.51,456.16,UPI,1,1,2023-08-24
370,370,5,Annual,2023-04-12,2026-04-26,11.23,415.51,UPI,1,0,
371,371,2,Monthly,2022-08-02,2025-07-17,99.34,3576.24,Bank Transfer,1,0,
372,372,3,Annual,2020-06-01,2021-02-26,191.43,1722.87,Bank Transfer,1,0,
373,373,1,Annual,2023-04-02,2023-11-28,32.52,260.16,Debit Card,1,0,
374,374,3,Annual,2020-03-27,2021-10-18,158.1,3003.9,Bank Transfer,0,1,2021-09-18
375,375,1,Monthly,2021-07-29,2023-01-20,28.09,505.62,Debit Card,1,0,
376,376,4,Annual,2022-02-03,2023-07-28,388.31,6989.58,UPI,0,0,
377,377,3,Annual,2023-03-19,2026-05-02,139.46,5299.48,UPI,0,0,
378,378,4,Annual,2023-06-12,2024-12-03,506.59,9118.62,UPI,0,0,
379,379,1,Annual,2022-12-07,2025-07-24,36.99,1183.68,Bank Transfer,0,0,
380,380,3,Monthly,2022-09-15,2022-10-15,185.68,185.68,UPI,0,0,
381,381,1,Annual,2021-08-30,2021-09-29,35.51,35.51,Credit Card,0,0,
382,382,3,Annual,2023-03-07,2024-05-30,190.51,2857.65,Credit Card,1,0,
383,383,5,Annual,2022-05-28,2023-04-23,9.84,108.24,Net Banking,0,0,
384,384,5,Monthly,2022-01-31,2024-10-17,9.64,318.12,UPI,1,0,
385,385,4,Monthly,2021-10-19,2022-02-16,374.22,1496.88,Bank Transfer,1,0,
386,386,4,Monthly,2020-01-27,2020-12-22,470.2,5172.2,Debit Card,1,0,
387,387,5,Annual,2022-02-09,2022-07-09,10.55,52.75,UPI,1,0,
388,388,4,Monthly,2022-04-08,2024-10-24,370.54,11486.74,Credit Card,1,0,
389,389,3,Monthly,2021-08-02,2022-03-30,169.45,1355.6,Net Banking,1,0,
390,390,1,Monthly,2022-03-30,2025-10-10,28.02,1204.86,Credit Card,0,1,2024-03-19
391,391,2,Monthly,2020-01-22,2022-06-10,73.69,2137.01,Credit Card,1,1,2021-04-16
392,392,5,Monthly,2021-11-27,2024-03-16,11.36,318.08,Net Banking,1,1,2022-08-24
393,393,1,Monthly,2022-02-17,2024-11-03,33.88,1118.04,UPI,1,0,
394,394,2,Monthly,2020-11-06,2024-04-19,76.5,3213.0,Bank Transfer,1,0,
395,395,5,Annual,2022-06-23,2025-07-07,9.84,364.08,Bank Transfer,1,0,
396,396,3,Annual,2021-07-26,2023-01-17,192.38,3462.84,Credit Card,1,0,
397,397,2,Annual,2023-04-02,2027-02-10,88.46,4157.62,UPI,0,0,
398,398,5,Annual,2021-05-12,2021-11-08,9.84,59.04,Credit Card,1,0,
399,399,4,Annual,2021-12-01,2023-09-22,367.26,8079.72,Bank Transfer,1,0,
400,400,3,Annual,2022-09-11,2023-12-05,176.06,2640.9,Debit Card,0,0,
401,401,2,Annual,2021-03-07,2023-07-25,80.18,2325.22,UPI,1,0,
402,402,4,Monthly,2022-09-05,2024-11-23,444.78,12009.06,Bank Transfer,1,0,
403,403,5,Annual,2020-09-05,2020-12-04,11.97,35.91,Debit Card,1,0,
404,404,5,Annual,2021-11-01,2023-06-24,12.71,254.2,Debit Card,1,0,
405,405,1,Annual,2022-08-09,2023-11-02,31.58,473.7,UPI,1,0,
406,406,5,Annual,2022-11-20,2023-08-17,11.15,100.35,Net Banking,1,1,2023-04-19
407,407,2,Monthly,2020-01-28,2022-03-18,83.51,2171.26,UPI,1,0,
408,408,3,Annual,2020-09-03,2021-07-30,147.35,1620.85,Bank Transfer,0,0,
409,409,5,Monthly,2022-11-11,2025-09-26,12.73,445.55,Credit Card,1,0,
410,410,2,Annual,2021-08-20,2025-01-01,94.38,3869.58,Bank Transfer,1,0,
411,411,4,Monthly,2022-03-14,2023-06-07,375.95,5639.25,Bank Transfer,0,1,2022-10-10
412,412,3,Monthly,2022-05-04,2025-07-17,194.16,7572.24,UPI,0,0,
413,413,4,Annual,2022-01-27,2025-09-08,422.24,18578.56,Credit Card,1,0,
414,414,1,Annual,2021-05-12,2025-02-20,34.44,1584.24,UPI,1,0,
415,415,4,Monthly,2023-04-27,2026-12-07,388.33,17086.52,Debit Card,0,1,2024-04-21
416,416,4,Annual,2020-08-27,2022-05-19,485.58,10197.18,Credit Card,1,0,
417,417,2,Monthly,2022-08-18,2023-07-14,99.51,1094.61,Credit Card,1,0,
418,418,5,Monthly,2022-07-22,2024-04-12,9.43,198.03,Debit Card,0,0,
419,419,1,Annual,2022-07-07,2025-12-18,35.22,1479.24,Bank Transfer,1,0,
420,420,1,Annual,2021-10-31,2022-01-29,32.25,96.75,Credit Card,0,0,
421,421,5,Annual,2020-02-04,2023-11-15,9.76,448.96,Credit Card,0,0,
422,422,5,Annual,2020-01-27,2023-11-07,11.96,550.16,Debit Card,1,0,
423,423,4,Monthly,2021-09-27,2022-01-25,361.55,1446.2,Bank Transfer,1,0,
424,424,1,Monthly,2022-11-21,2024-07-13,36.26,725.2,Bank Transfer,0,0,
425,425,3,Monthly,2020-12-15,2021-01-14,151.64,151.64,Debit Card,0,1,2021-01-14
426,426,3,Monthly,2020-12-31,2023-09-17,171.68,5665.44,Credit Card,1,0,
427,427,1,Annual,2020-11-04,2022-06-27,34.51,690.2,UPI,1,0,
428,428,1,Annual,2023-01-19,2026-05-03,37.69,1507.6,Debit Card,1,0,
429,429,2,Annual,2022-11-30,2026-07-12,90.14,3966.16,Credit Card,0,0,
430,430,5,Monthly,2021-02-22,2021-06-22,10.62,42.48,Credit Card,1,0,
431,431,3,Monthly,2020-09-14,2022-11-03,169.26,4400.76,Bank Transfer,1,0,
432,432,3,Monthly,2023-01-08,2023-06-07,167.79,838.95,Credit Card,1,1,2023-03-09
433,433,2,Annual,2021-06-03,2024-02-18,80.54,2657.82,Debit Card,1,0,
434,434,4,Monthly,2021-01-03,2024-01-18,495.71,18341.27,UPI,1,0,
435,435,3,Monthly,2022-12-03,2023-02-01,135.16,270.32,Debit Card,1,1,2023-02-01
436,436,4,Annual,2021-12-13,2022-01-12,394.86,394.86,Credit Card,1,0,
437,437,1,Annual,2020-05-17,2021-07-11,38.81,543.34,Net Banking,1,1,2020-08-15
438,438,2,Annual,2022-01-03,2022-08-01,86.69,606.83,Debit Card,0,0,
439,439,2,Annual,2020-07-07,2024-03-18,96.92,4361.4,UPI,0,1,2021-02-02
440,440,1,Monthly,2022-08-18,2022-09-17,35.83,35.83,Net Banking,0,1,2022-09-17
441,441,2,Annual,2021-10-12,2023-02-04,72.17,1154.72,Net Banking,1,0,
442,442,1,Annual,2022-03-07,2023-07-30,29.91,508.47,Credit Card,0,0,
443,443,5,Annual,2020-05-10,2022-06-29,10.77,280.02,Credit Card,1,0,
444,444,5,Annual,2020-09-20,2024-05-02,10.33,454.52,UPI,1,0,
445,445,5,Annual,2023-01-21,2026-01-05,12.15,437.4,Bank Transfer,1,0,
446,446,4,Monthly,2023-02-19,2023-08-18,387.35,2324.1,UPI,1,0,
447,447,4,Monthly,2023-06-22,2025-08-10,367.42,9552.92,Debit Card,1,1,2025-08-10
448,448,3,Monthly,2021-05-23,2025-02-01,143.48,6456.6,Credit Card,1,0,
449,449,5,Annual,2021-11-24,2024-05-12,12.92,387.6,Debit Card,1,0,
450,450,4,Monthly,2020-08-21,2023-01-08,378.32,10971.28,Debit Card,1,0,
451,451,4,Annual,2022-03-30,2022-04-29,388.94,388.94,Credit Card,1,0,
452,452,5,Annual,2020-03-01,2024-01-10,11.63,546.61,Bank Transfer,0,0,
453,453,1,Monthly,2021-01-18,2023-11-04,33.86,1151.24,UPI,1,1,2021-08-16
454,454,5,Annual,2021-05-25,2021-12-21,12.08,84.56,UPI,1,0,
455,455,5,Annual,2020-08-02,2023-07-18,11.19,402.84,Bank Transfer,1,0,
456,456,2,Annual,2022-04-27,2026-01-06,103.12,4640.4,Net Banking,0,0,
457,457,3,Annual,2021-03-26,2024-01-10,137.66,4680.44,UPI,0,0,
458,458,2,Monthly,2021-04-24,2023-11-10,89.11,2762.41,Debit Card,1,0,
459,459,2,Monthly,2021-11-23,2024-11-07,103.32,3719.52,Bank Transfer,1,1,2024-06-10
460,460,3,Monthly,2020-10-11,2023-06-28,151.56,5001.48,Credit Card,1,0,
461,461,2,Monthly,2020-10-27,2023-07-14,76.41,2521.53,Credit Card,1,0,
462,462,1,Monthly,2023-01-01,2023-12-27,33.6,403.2,Debit Card,1,0,
463,463,4,Monthly,2022-03-07,2025-09-17,511.27,21984.61,UPI,0,1,2024-10-22
464,464,3,Annual,2021-01-22,2024-07-05,147.68,6202.56,Bank Transfer,0,0,
465,465,3,Monthly,2021-04-27,2021-09-24,160.28,801.4,Bank Transfer,1,1,2021-06-26
466,466,3,Monthly,2021-01-25,2024-09-06,142.58,6273.52,Credit Card,1,1,2024-06-08
467,467,1,Monthly,2021-10-26,2022-02-23,30.31,121.24,Debit Card,1,1,2021-12-25
468,468,5,Annual,2023-05-21,2026-01-05,10.43,333.76,Credit Card,1,0,
469,469,4,Monthly,2021-03-25,2023-03-15,474.84,11396.16,Debit Card,0,0,
470,470,2,Annual,2021-03-14,2021-09-10,85.36,512.16,Net Banking,1,0,
471,471,2,Monthly,2023-04-29,2023-05-29,93.82,93.82,Bank Transfer,1,1,2023-05-29
472,472,2,Annual,2022-06-15,2024-12-01,86.7,2601.0,Bank Transfer,1,0,
473,473,5,Annual,2021-11-24,2023-02-17,9.52,142.8,Debit Card,0,1,2022-09-20
474,474,2,Monthly,2022-11-07,2025-01-25,93.83,2533.41,Credit Card,1,0,
475,475,4,Annual,2022-06-15,2024-02-05,420.49,8409.8,Debit Card,1,0,
476,476,4,Annual,2020-06-19,2024-05-29,512.91,24619.68,Credit Card,0,0,
477,477,1,Annual,2022-09-13,2024-01-06,37.09,593.44,Credit Card,1,0,
478,478,4,Annual,2022-03-22,2024-04-10,422.69,10567.25,Debit Card,0,1,2022-07-20
479,479,4,Annual,2022-11-02,2025-06-19,362.23,11591.36,UPI,0,0,
480,480,4,Annual,2020-11-23,2023-01-12,433.67,11275.42,Net Banking,1,0,
481,481,2,Monthly,2021-04-03,2024-12-13,84.6,3807.0,Net Banking,0,0,
482,482,1,Annual,2022-12-23,2024-12-12,27.72,665.28,UPI,1,0,
483,483,3,Annual,2023-06-14,2026-11-25,137.16,5760.72,Debit Card,1,0,
484,484,1,Annual,2022-10-12,2025-12-25,36.23,1412.97,UPI,1,0,
485,485,4,Monthly,2022-05-11,2024-01-01,463.54,9270.8,Debit Card,1,0,
486,486,1,Monthly,2023-05-21,2025-06-09,28.61,715.25,UPI,1,1,2023-10-18
487,487,5,Annual,2020-10-20,2021-12-14,12.13,169.82,UPI,1,0,
488,488,3,Annual,2021-05-25,2025-02-03,154.22,6939.9,Bank Transfer,1,0,
489,489,1,Annual,2021-01-31,2024-06-14,37.62,1542.42,Bank Transfer,0,0,
490,490,4,Annual,2022-09-11,2023-04-09,478.37,3348.59,Debit Card,1,0,
491,491,2,Annual,2021-08-17,2025-05-28,74.7,3436.2,UPI,1,0,
492,492,2,Monthly,2020-02-22,2021-03-18,89.9,1168.7,UPI,1,0,
493,493,5,Annual,2022-10-24,2023-10-19,12.54,150.48,Debit Card,1,0,
494,494,4,Monthly,2022-02-26,2023-06-21,401.71,6427.36,Debit Card,0,0,
495,495,1,Monthly,2021-04-29,2021-10-26,35.47,212.82,Net Banking,1,0,
496,496,2,Annual,2020-03-22,2020-05-21,83.95,167.9,Net Banking,1,1,2020-05-21
497,497,2,Annual,2022-04-30,2025-12-10,80.58,3545.52,Bank Transfer,1,0,
498,498,4,Annual,2022-09-12,2026-07-23,483.52,22725.44,Debit Card,1,0,
499,499,1,Annual,2022-09-29,2024-01-22,32.23,515.68,UPI,1,0,
500,500,2,Annual,2023-05-26,2025-06-14,101.79,2544.75,Credit Card,1,0,
501,501,2,Annual,2022-08-12,2023-10-06,100.98,1413.72,UPI,0,1,2023-02-08
502,502,4,Monthly,2021-06-09,2024-04-24,471.63,16507.05,Bank Transfer,0,0,
503,503,2,Annual,2021-02-14,2023-11-01,74.79,2468.07,Bank Transfer,1,0,
504,504,3,Monthly,2020-05-27,2022-02-16,182.18,3825.78,UPI,1,0,
505,505,4,Annual,2022-06-23,2023-06-18,378.05,4536.6,UPI,1,1,2022-09-21
506,506,3,Monthly,2020-01-15,2022-01-04,181.6,4358.4,Debit Card,1,1,2021-02-08
507,507,1,Monthly,2023-04-10,2024-10-31,27.62,524.78,Bank Transfer,1,1,2024-10-31
508,508,5,Monthly,2020-03-27,2021-07-20,12.16,194.56,Credit Card,0,0,
509,509,2,Annual,2020-04-19,2022-01-09,100.34,2107.14,Net Banking,0,0,
510,510,5,Annual,2023-02-17,2025-05-07,9.87,266.49,Credit Card,1,0,
511,511,3,Monthly,2020-11-20,2023-10-06,173.73,6080.55,Bank Transfer,1,0,
512,512,1,Annual,2020-08-02,2021-06-28,28.7,315.7,Bank Transfer,0,0,
513,513,3,Annual,2021-10-25,2022-04-23,189.96,1139.76,Debit Card,1,0,
514,514,3,Annual,2021-05-01,2024-11-11,151.75,6525.25,Bank Transfer,1,0,
515,515,5,Annual,2021-08-09,2023-01-01,10.06,171.02,Net Banking,1,0,
516,516,4,Monthly,2020-09-16,2021-05-14,439.54,3516.32,Credit Card,1,1,2021-04-14
517,517,2,Annual,2021-11-23,2025-11-02,98.24,4715.52,Net Banking,0,0,
518,518,1,Monthly,2020-03-08,2023-03-23,32.15,1189.55,Debit Card,1,0,
519,519,4,Annual,2022-09-12,2022-10-12,377.83,377.83,Credit Card,1,0,
520,520,2,Annual,2021-05-24,2022-03-20,98.03,980.3,UPI,1,1,2021-11-20
521,521,3,Annual,2020-11-13,2024-05-26,194.03,8343.29,Net Banking,0,0,
522,522,1,Monthly,2022-12-18,2026-10-28,28.53,1340.91,Debit Card,1,0,
523,523,3,Monthly,2021-08-09,2023-11-27,136.58,3824.24,Credit Card,1,0,
524,524,3,Monthly,2022-08-27,2024-10-15,166.73,4334.98,Debit Card,1,1,2022-10-26
525,525,3,Monthly,2021-09-08,2022-05-06,146.88,1175.04,Debit Card,1,1,2022-04-06
526,526,2,Monthly,2021-04-30,2025-03-10,72.85,3423.95,Net Banking,1,0,
527,527,4,Monthly,2022-09-12,2024-08-02,380.44,8750.12,Debit Card,1,0,
528,528,1,Monthly,2021-07-21,2022-05-17,29.02,290.2,Net Banking,1,0,
529,529,1,Monthly,2021-05-16,2025-01-25,34.38,1547.1,Debit Card,1,0,
530,530,4,Monthly,2022-03-18,2023-10-09,418.16,7945.04,Debit Card,1,0,
531,531,2,Annual,2021-09-08,2022-12-02,76.12,1141.8,UPI,1,1,2021-10-08
532,532,4,Annual,2020-04-08,2022-05-28,374.65,9740.9,Credit Card,0,0,
533,533,5,Annual,2022-09-23,2023-09-18,10.55,126.6,Bank Transfer,1,0,
534,534,5,Monthly,2022-06-18,2023-07-13,10.51,136.63,Debit Card,0,0,
535,535,1,Annual,2022-09-22,2023-04-20,31.24,218.68,Bank Transfer,1,0,
536,536,5,Monthly,2022-11-06,2025-10-21,11.7,421.2,Credit Card,1,1,2025-06-23
537,537,5,Annual,2021-02-12,2024-11-23,12.04,553.84,Net Banking,1,0,
538,538,1,Annual,2020-06-07,2021-07-02,30.88,401.44,Debit Card,1,1,2020-10-05
539,539,2,Monthly,2020-05-13,2021-03-09,102.46,1024.6,Credit Card,1,0,
540,540,4,Annual,2023-01-29,2024-08-21,400.59,7611.21,Bank Transfer,0,0,
541,541,2,Monthly,2021-06-13,2025-03-24,98.09,4512.14,Debit Card,1,0,
542,542,1,Monthly,2021-04-22,2025-03-02,38.49,1809.03,Bank Transfer,1,0,
543,543,3,Annual,2021-05-16,2022-07-10,157.28,2201.92,Net Banking,0,0,
544,544,2,Monthly,2021-05-28,2021-10-25,99.35,496.75,Net Banking,0,1,2021-09-25
545,545,5,Annual,2022-08-03,2023-03-01,12.3,86.1,Debit Card,0,0,
546,546,5,Annual,2020-04-05,2021-11-26,12.08,241.6,Credit Card,1,0,
547,547,4,Monthly,2021-02-24,2022-05-20,483.95,7259.25,Bank Transfer,0,0,
548,548,4,Annual,2022-04-21,2025-11-01,423.88,18226.84,UPI,1,0,
549,549,5,Annual,2021-08-07,2022-01-04,10.25,51.25,UPI,0,0,
550,550,3,Annual,2020-10-31,2022-03-25,169.11,2874.87,Credit Card,1,0,
551,551,5,Annual,2021-06-08,2021-12-05,10.7,64.2,Bank Transfer,1,1,2021-12-05
552,552,4,Annual,2021-09-25,2023-07-17,428.51,9427.22,Credit Card,0,0,
553,553,1,Annual,2020-11-22,2024-10-02,31.5,1480.5,Net Banking,1,0,
554,554,1,Annual,2020-06-16,2023-02-01,31.28,1000.96,Credit Card,0,0,
555,555,1,Monthly,2020-03-14,2020-05-13,30.03,60.06,Credit Card,1,1,2020-04-13
556,556,2,Annual,2022-08-27,2026-02-07,87.87,3690.54,Debit Card,0,0,
557,557,5,Annual,2020-03-05,2020-08-02,12.75,63.75,Net Banking,1,0,
558,558,5,Annual,2020-10-05,2022-11-24,10.84,281.84,Credit Card,1,0,
559,559,3,Annual,2023-06-04,2026-03-20,163.46,5557.64,Net Banking,0,0,
560,560,1,Monthly,2021-05-23,2021-11-19,36.56,219.36,Net Banking,1,1,2021-11-19
561,561,5,Annual,2021-06-29,2025-02-08,12.05,530.2,Bank Transfer,1,0,
562,562,4,Annual,2022-08-04,2025-06-19,459.45,16080.75,Debit Card,1,0,
563,563,5,Monthly,2023-04-08,2026-08-20,11.73,480.93,UPI,1,0,
564,564,3,Monthly,2021-05-25,2022-01-20,171.15,1369.2,UPI,1,0,
565,565,2,Monthly,2020-10-24,2020-12-23,102.51,205.02,UPI,1,0,
566,566,5,Monthly,2022-07-05,2023-09-28,9.49,142.35,Credit Card,0,1,2023-01-01
567,567,4,Monthly,2020-12-31,2022-11-21,437.8,10069.4,Bank Transfer,1,0,
568,568,2,Annual,2022-10-13,2024-05-05,87.35,1659.65,Net Banking,1,1,2024-04-05
569,569,1,Annual,2022-11-09,2024-12-28,30.66,797.16,Net Banking,1,0,
570,570,4,Annual,2020-08-06,2022-03-29,451.57,9031.4,Credit Card,1,0,
571,571,3,Annual,2021-05-01,2022-05-26,158.13,2055.69,Credit Card,1,0,
572,572,2,Annual,2022-11-23,2024-09-13,73.05,1607.1,Debit Card,1,0,
573,573,2,Annual,2023-05-10,2024-06-03,73.2,951.6,Bank Transfer,1,0,
574,574,4,Annual,2020-04-29,2023-08-12,389.83,15593.2,Bank Transfer,1,1,2022-03-20
575,575,3,Monthly,2022-11-26,2025-12-10,176.74,6539.38,UPI,0,1,2025-05-14
576,576,2,Monthly,2020-06-27,2021-06-22,83.77,1005.24,Net Banking,0,0,
577,577,5,Annual,2020-08-10,2024-03-22,9.82,432.08,UPI,0,0,
578,578,3,Annual,2020-12-05,2022-06-28,189.96,3609.24,Bank Transfer,1,0,
579,579,3,Annual,2021-02-19,2024-06-03,158.6,6344.0,Net Banking,1,0,
580,580,5,Monthly,2022-04-30,2023-12-21,12.88,257.6,UPI,1,0,
581,581,2,Monthly,2021-01-05,2022-08-28,94.68,1893.6,UPI,1,0,
582,582,4,Annual,2021-06-16,2022-02-11,423.27,3386.16,Bank Transfer,1,0,
583,583,3,Monthly,2022-02-25,2025-12-06,191.67,8816.82,UPI,0,0,
584,584,1,Monthly,2020-05-12,2023-05-27,37.56,1389.72,Bank Transfer,1,0,
585,585,4,Annual,2020-07-14,2021-06-09,383.37,4217.07,Net Banking,0,0,
586,586,1,Monthly,2021-09-11,2024-11-24,35.66,1390.74,Bank Transfer,1,1,2024-07-27
587,587,5,Annual,2022-07-17,2025-08-30,12.42,471.96,Credit Card,0,0,
588,588,1,Monthly,2022-01-30,2025-02-13,32.34,1196.58,Net Banking,0,1,2022-04-30
589,589,5,Annual,2021-08-30,2023-05-22,10.2,214.2,UPI,1,0,
590,590,4,Annual,2023-01-07,2024-12-27,413.86,9932.64,Debit Card,1,0,
591,591,4,Monthly,2020-06-03,2021-09-26,361.62,5785.92,UPI,1,0,
592,592,5,Annual,2021-08-04,2022-01-01,9.58,47.9,Credit Card,1,0,
593,593,1,Monthly,2021-07-03,2025-06-12,37.48,1799.04,Debit Card,0,0,
594,594,3,Annual,2020-02-17,2021-12-08,186.5,4103.0,Bank Transfer,1,0,
595,595,5,Annual,2022-09-17,2023-10-12,10.31,134.03,Net Banking,1,0,
596,596,4,Monthly,2023-04-30,2026-04-14,510.37,18373.32,Bank Transfer,1,1,2024-06-23
597,597,4,Monthly,2021-02-27,2022-07-22,472.92,8039.64,UPI,1,1,2022-03-24
598,598,4,Annual,2022-02-28,2023-05-24,373.53,5602.95,UPI,0,0,
599,599,1,Monthly,2022-08-03,2023-09-27,30.55,427.7,Debit Card,0,0,
600,600,2,Monthly,2022-08-12,2022-11-10,99.44,298.32,Debit Card,0,1,2022-10-11
601,601,2,Annual,2022-08-15,2023-10-09,92.98,1301.72,Net Banking,0,1,2023-08-10
602,602,4,Annual,2023-05-26,2025-08-13,440.7,11898.9,Net Banking,1,0,
603,603,1,Annual,2020-12-02,2021-01-31,27.38,54.76,UPI,1,0,
604,604,4,Monthly,2023-06-29,2026-07-13,497.64,18412.68,Credit Card,1,0,
605,605,2,Monthly,2021-12-14,2025-05-27,74.86,3144.12,UPI,1,0,
606,606,2,Monthly,2020-09-08,2023-02-25,80.42,2412.6,UPI,1,0,
607,607,5,Monthly,2020-10-12,2021-08-08,9.9,99.0,Credit Card,1,0,
608,608,2,Monthly,2020-06-11,2021-05-07,98.07,1078.77,Net Banking,1,1,2020-12-08
609,609,2,Monthly,2023-04-26,2025-09-12,96.04,2785.16,Debit Card,1,0,
610,610,3,Monthly,2022-04-03,2023-04-28,143.0,1859.0,Debit Card,1,0,
611,611,1,Monthly,2021-01-11,2021-10-08,27.19,244.71,Credit Card,1,0,
612,612,3,Monthly,2022-10-02,2023-11-26,187.66,2627.24,UPI,0,1,2023-04-30
613,613,4,Annual,2023-06-12,2025-10-29,370.83,10754.07,Net Banking,1,0,
